,user_id,break_10-1,Score,Result_class,lost_9-2,3wu_8-3,lost_8-4,break_8-5
727,7014081224532824,0,1.9824563997255966,0,0,-1,0,0
286,7014072824474984,0,1.9815159364388886,0,0,-1,0,0
277,7014061924317839,0,1.9764845059165013,0,0,-1,0,0
59,7014080124496097,0,1.9756570517429197,0,0,-1,0,0
43,7014043024192428,0,1.9690729384800647,0,0,-1,0,0
619,7014052966447069,0,1.966928627147593,0,0,-1,0,0
85,7014071724433410,0,1.965364226739932,0,0,-1,0,0
503,7014092267233176,0,1.9597756398008415,0,0,-1,0,0
374,7014061924319080,0,1.952459626007739,0,0,-1,0,0
634,7014081824551352,0,1.950058673316483,0,0,-1,0,0
181,7014080124497816,0,1.9499423979000021,0,0,-1,0,0
287,7014090724629225,0,1.9487114321336148,0,0,-1,0,0
361,7014083024601211,0,1.9487114321336148,0,0,-1,0,0
484,7014083024600375,0,1.941611018951257,0,0,-1,0,0
669,7014092024665441,0,1.9414605142083319,0,0,-1,0,0
509,7014051924220189,0,1.9400196246596015,0,0,-1,0,0
110,7014091567114769,0,1.9396425313144297,0,0,4,0,0
333,7014051824218333,0,1.939243506919643,0,0,-1,0,0
514,7014090924635025,0,1.936344533535313,0,0,-1,0,0
77,7014082224568448,0,1.930274463464247,0,0,-1,0,0
725,7014090424621915,0,1.9273341632868566,0,0,-1,0,0
207,7014091124638931,0,1.9247342134545165,0,0,-1,0,0
403,7014091167107500,0,1.9231317400113284,0,0,-1,0,0
86,7014061366477705,0,1.9231317400113284,0,0,-1,0,0
378,7014062966507536,0,1.9231317400113284,0,0,-1,0,0
474,7014072666553539,0,1.9231317400113284,0,0,-1,0,0
510,7014062466492565,0,1.9231317400113284,0,0,-1,0,0
592,7014070824400746,0,1.921237603834142,0,0,-1,0,0
713,7014062324331977,0,1.921237603834142,0,0,-1,0,0
60,7014090824630926,0,1.9202740552341655,0,0,-1,0,0
188,7014090424621811,0,1.913575499919833,0,0,-1,0,0
665,7014091267111186,0,1.9072386401449888,0,0,-1,0,0
655,7014060524270911,0,1.904982650508884,0,0,-1,0,0
674,7014072824474470,0,1.9001358464187628,0,0,-1,0,0
327,7014082924597399,0,1.8784186636239357,0,0,-1,0,0
381,7014070824401128,0,1.8722859537530439,0,0,-1,0,0
490,7014072424455674,0,1.8722859537530439,0,0,-1,0,0
586,7014070866525814,0,1.8719432600960553,0,0,-1,0,0
220,7014081766590229,0,1.808711722226146,0,0,-1,0,0
621,7014052324230696,0,1.7362940103622426,0,0,-1,0,0
40,7014082224566738,0,1.527260791277854,0,0,-1,0,0
74,7014090524623481,0,1.4961068761553793,0,0,-1,0,0
186,7014070524393939,0,1.4390731601644344,0,0,-1,0,0
356,7014092124669262,0,1.3471305518616818,0,0,-1,0,0
154,7014081466585732,0,1.213141443115785,0,0,-1,0,0
345,7014061324297670,0,1.2006116984268698,0,0,-1,0,0
438,7014091224643822,0,1.080388773529143,0,0,-1,0,0
218,7014081424539243,0,1.009413999542036,0,0,-1,0,0
160,7014082224566756,0,1.003478136706071,0,0,-1,0,0
633,7014062424338993,0,0.9872884300838581,0,0,-1,0,0
682,7014071124411833,0,0.9812329717789109,0,0,-1,0,0
246,7014052424233017,0,0.9804199390360627,0,0,-1,0,0
336,7014090667102169,0,0.9592108848446116,0,0,-1,0,0
552,7014072066541848,0,0.8794594044616922,0,0,-1,0,0
545,7014070624395081,0,0.8365570739071767,0,0,-1,0,0
547,7014052924248061,0,0.8013021714948542,0,0,-1,0,0
54,7014072466550776,0,0.8002761280636493,0,0,-1,0,0
606,7014052966446420,0,0.7883208435395737,0,0,-1,0,0
716,7014041466404230,0,0.7522946512041737,0,0,-1,0,0
49,7014060466461003,0,0.7522946512041737,0,0,-1,0,0
511,7014040366398926,0,0.7522946512041737,0,0,-1,0,0
579,7014031766380003,0,0.7522946512041737,0,0,-1,0,0
657,7014040866401086,0,0.7522946512041737,0,0,-1,0,0
221,7014050166420435,0,0.7522946512041737,0,0,-1,0,0
695,7014061066471664,0,0.7522946512041737,0,0,-1,0,0
62,7014030466367287,0,0.7522946512041737,0,0,-1,0,0
142,7014071766535413,0,0.7522946512041737,0,0,-1,0,0
456,7014052866444139,0,0.7522946512041737,0,0,-1,0,0
45,7014022466356517,0,0.7522946512041737,0,0,-1,0,0
258,7014041466404244,0,0.7522946512041737,0,0,-1,0,0
612,7014031766380111,0,0.7522946512041737,0,0,-1,0,0
322,7014072566551365,0,0.7522946512041737,0,0,-1,0,0
602,7014061266473911,0,0.7522946512041737,0,0,-1,0,0
329,7014030466367854,0,0.7522946512041737,0,0,-1,0,0
297,7014042966416896,0,0.7522946512041737,0,0,-1,0,0
471,7014042366410126,0,0.7522946512041737,0,0,-1,0,0
175,7014072266546212,0,0.7522946512041737,0,0,-1,0,0
79,7014051266427678,0,0.7522946512041737,0,0,-1,0,0
465,7014041866407890,0,0.7522946512041737,0,0,-1,0,0
210,7014040166397490,0,0.7522946512041737,0,0,-1,0,0
171,7014091067106786,0,0.7236904402558687,0,0,-1,0,0
235,7014091867120165,0,0.7236904402558687,0,0,-1,0,0
697,7014091767118341,0,0.7236904402558687,0,0,-1,0,0
216,7014042566412174,0,0.7236904402558687,0,0,-1,0,0
626,7014052966445476,0,0.704607474034492,0,0,-1,0,0
439,7014091124639007,0,0.6427452788612724,0,0,-1,0,0
596,7014091724655108,0,0.558205846114158,0,0,-1,0,0
51,7014071624427115,0,0.5255815632254721,0,0,-1,0,0
523,7014091924662729,0,0.5245943920693594,0,0,-1,0,0
649,7014040524182176,0,0.5235634587213259,0,0,-1,0,0
681,7014071066528478,0,0.5165869345510451,0,0,-1,0,0
118,7014053166453714,0,0.4324855638303715,0,0,-1,0,0
583,7014092267233180,0,0.3479910214043395,0,0,-1,0,0
33,7014071166529080,0,0.3404419690034652,0,0,-1,0,0
178,7014083066888022,0,0.2735090347597241,0,0,-1,0,0
412,7014060266457526,0,0.2710851671156533,0,0,-1,0,0
241,7014052924247887,0,0.19842948317804937,0,0,-1,0,0
478,7014062566496485,0,0.1847367404665684,0,0,-1,0,0
419,7014052924247684,0,0.1679359460645023,0,0,-1,0,0
347,7014061966486570,0,0.1444143192163362,0,0,-1,0,0
84,7014061124287518,0,0.12808702438903422,0,0,-1,0,0
525,7014082866774058,0,0.12790248699496812,0,0,-1,0,0
458,7014052766439590,0,0.11148157255633873,0,0,-1,0,0
164,7014060124262352,0,0.09406658141930953,0,0,-1,0,0
83,7014081524543531,0,0.07404125575134035,0,0,-1,0,0
506,7014082024560171,0,0.07069537176750404,0,0,-1,0,0
248,7014053066450825,0,0.05375552431197522,0,0,-1,0,0
645,7014051124206430,0,0.051610028735230594,0,0,-1,0,0
101,7014052524237158,0,0.05122327162961496,0,0,-1,0,0
366,7014090166935146,0,0.04268489065060387,0,0,-1,0,0
722,7014091767118580,0,0.03667970058174016,0,0,-1,0,0
522,7014062924364540,0,0.031358693615629915,0,0,-1,0,0
196,7014070224381174,0,0.027124224826579207,0,0,-1,0,0
637,7014072324453982,0,0.02617029638871667,0,0,-1,0,0
676,7014090424621843,0,0.02307093108744404,0,0,-1,0,0
501,7014082366763391,0,0.022303832251493877,0,0,-1,0,0
291,7014062366490445,0,0.02169656745411141,0,0,-1,0,0
701,7014082924595904,0,0.019657639811937997,0,0,-1,0,0
647,7014082124562584,0,0.016994146725422005,0,0,-1,0,0
628,7014092224671953,0,0.016534326821980166,0,0,-1,0,0
636,7014082824589776,0,0.01333182117856608,0,0,-1,0,0
63,7014081424540156,0,0.013192302414664786,0,0,-1,0,0
638,7014073024484496,0,0.013071895424838177,0,0,-1,0,0
346,7014041024182463,0,0.012323739511313892,0,0,-1,0,0
198,7014052766441187,0,0.009405143943515236,0,0,-1,0,0
687,7014082924596354,0,0.007198871895054408,0,0,-1,0,0
653,7014081024527172,0,0.00689031613694692,0,0,-1,0,0
395,7014082624580662,0,0.005964836018276435,0,0,-1,0,0
326,7014081266583699,0,0.004986385608581263,0,0,-1,0,0
285,7014062224329268,0,0.003848551236492728,0,0,-1,0,0
388,7014070366518001,0,0.003657429841193744,0,0,-1,0,0
635,7014052866444152,0,0.0029227408888133,0,0,-1,0,0
447,7014052024223798,0,0.002350236148831289,0,0,-1,0,0
351,7014060266456617,0,0.002073818238296727,0,0,-1,0,0
518,7014072924476419,0,0.0016903277289400144,0,0,-1,0,0
703,7014092224672867,0,0.0016876329829604837,0,0,-1,0,0
146,7014060824279575,0,0.0016314054727237647,0,0,-1,0,0
679,7014091424646653,0,0.0016311760586606315,0,0,-1,0,0
609,7014082766773559,0,0.0010961083920308604,0,0,-1,0,0
138,7014080224499936,0,0.0009250071626558986,0,0,-1,0,0
577,7014091167108414,0,0.0006114307270376669,0,0,-1,0,0
372,7014062624346086,0,0.00043454829292395033,0,0,-1,0,0
402,7014062966507446,0,0.00023962739042852172,0,0,-1,0,0
627,7014082824589226,0,8.955527126398148e-05,0,0,-1,0,0
190,7014050424196852,0,8.009927581287816e-05,0,0,-1,0,0
585,7014090667101818,0,6.990501516566977e-05,0,0,-1,0,0
66,7014081824551721,0,5.4538694612803e-05,0,0,-1,0,0
677,7014042924190589,0,5.1700298776682034e-05,0,0,-1,0,0
600,7014091824659429,0,3.279860079572515e-05,0,0,-1,0,0
290,7014091724655824,0,2.6340403838999152e-05,0,0,-1,0,0
91,7014052724240915,0,2.117298483021504e-05,0,0,-1,0,0
34,7014091624652539,0,1.9583936888410238e-05,0,0,-1,0,0
31,7014071624428790,0,1.6373269904930275e-05,0,0,-1,0,0
564,7014071424421819,0,1.3806996513905817e-05,0,0,-1,0,0
288,7014072124445391,0,8.744872406099228e-06,0,0,-1,0,0
396,7014071924439150,0,8.7277831318896e-06,0,0,-1,0,0
157,7014060666465103,0,8.67237281783025e-06,0,0,-1,0,0
132,7014060624274778,0,5.871752117030928e-06,0,0,-1,0,0
489,7014081524542672,0,5.026391314149225e-06,0,0,-1,0,0
502,7014092224673145,0,4.8871556290046895e-06,0,0,-1,0,0
80,7014082824592335,0,4.851561895000131e-06,0,0,-1,0,0
479,7014071266530150,0,4.523490623476917e-06,0,0,-1,0,0
310,7014070766523866,0,2.867391155285939e-06,0,0,-1,0,0
302,7014052824244015,0,2.785892643729482e-06,0,0,-1,0,0
70,7014091067106407,0,2.6719295701162943e-06,0,0,-1,0,0
461,7014061966485837,0,2.5542851141923237e-06,0,0,-1,0,0
166,7014060424268338,0,1.7813149465630571e-06,0,0,-1,0,0
459,7014062124327012,0,1.2890187336261953e-06,0,0,-1,0,0
314,7014042724189234,0,9.893515898706699e-07,0,0,-1,0,0
68,7014060624274629,0,8.763083364422081e-07,0,0,-1,0,0
47,7014071024408102,0,6.248432406459898e-07,0,0,-1,0,0
150,7014053124255332,0,2.1648776878719277e-07,0,0,-1,0,0
52,7014033124181708,0,2.1599085982191568e-07,0,0,-1,0,0
435,7014071224415906,0,2.1548966053110254e-07,0,0,-1,0,0
446,7014090724629153,0,1.646383944018826e-07,0,0,-1,0,0
482,7014072924476144,0,1.0906563008049259e-07,0,0,-1,0,0
357,7014081924555542,0,1.0294430816812764e-07,0,0,-1,0,0
554,7014072224447470,0,8.868800087806308e-08,0,0,-1,0,0
278,7014053066452206,0,7.597758646156841e-08,0,0,-1,0,0
601,7014050224194794,0,6.833476378414946e-08,0,0,-1,0,0
569,7014072524459756,0,6.177256280270858e-08,0,0,-1,0,0
505,7014081366584567,0,5.1637075133476334e-08,0,0,-1,0,0
593,7014081124529067,0,5.0421062759904774e-08,0,0,-1,0,0
89,7014052824246379,0,4.159926270277858e-08,0,0,-1,0,0
421,7014090166889931,0,3.7455809973408175e-08,0,0,-1,0,0
529,7014092224670828,0,2.1214776631344623e-08,0,0,-1,0,0
343,7014092324674810,0,1.6324139306199425e-08,0,0,-1,0,0
205,7014070166514797,0,5.6934927181679964e-09,0,0,-1,0,0
392,7014071524425248,0,3.0326040149400503e-09,0,0,-1,0,0
452,7014071724431241,0,2.4986578901631862e-09,0,0,-1,0,0
119,7014071066528419,0,2.3205720980087168e-09,0,0,-1,0,0
718,7014092224670076,0,2.106733932223589e-09,0,0,-1,0,0
541,7014072766555787,0,1.7224949830127001e-09,0,0,-1,0,0
78,7014071824434694,0,1.3418309467470781e-09,0,0,-1,0,0
350,7014052966445548,0,9.619864151456427e-10,0,0,-1,0,0
283,7014090224614945,0,9.613105005165011e-10,0,0,-1,0,0
148,7014071524423380,0,8.001305512113799e-10,0,0,-1,0,0
301,7014071524423641,0,7.662480935553417e-10,0,0,-1,0,0
177,7014071824436935,0,5.46665175177516e-10,0,0,-1,0,0
170,7014082666770106,0,4.705173508662111e-10,0,0,-1,0,0
323,7014082624580419,0,4.1484894362028706e-10,0,0,-1,0,0
168,7014073024482871,0,4.081674295357895e-10,0,0,-1,0,0
114,7014090724629333,0,2.2102747155012867e-10,0,0,-1,0,0
107,7014071824436264,0,1.394850606644027e-10,0,0,-1,0,0
206,7014072324451650,0,1.0294415620756765e-10,0,0,-1,0,0
570,7014062524344379,0,9.441532011277339e-11,0,0,-1,0,0
559,7014082124564424,0,8.37946627765063e-11,0,0,-1,0,0
167,7014070566522196,0,7.989444947091811e-11,0,0,-1,0,0
99,7014062524341228,0,7.50626694505366e-11,0,0,-1,0,0
271,7014080124495813,0,6.448831725247374e-11,0,0,-1,0,0
580,7014061866485279,0,5.6835971176225034e-11,0,0,-1,0,0
675,7014062024321464,0,1.5077893281231967e-11,0,0,-1,0,0
140,7014061524301688,0,8.672654487388127e-12,0,0,-1,0,0
375,7014062524341183,0,6.666090518235469e-12,0,0,-1,0,0
320,7014052866443261,0,4.185786988034944e-12,0,0,-1,0,0
666,7014053024252268,0,2.2450509639959922e-12,0,0,-1,0,0
96,7014052824245145,0,2.0022072718893686e-12,0,0,-1,0,0
240,7014080166567461,0,1.8969188600192802e-12,0,0,-1,0,0
566,7014062766500452,0,1.522034765521972e-12,0,0,-1,0,0
613,7014052766441128,0,1.320848626624134e-12,0,0,-1,0,0
498,7014062924365616,0,7.927665440261136e-13,0,0,-1,0,0
265,7014082724587813,0,7.13332496630179e-13,0,0,-1,0,0
289,7014082224566468,0,6.948723362268316e-13,0,0,-1,0,0
672,7014051924219591,0,6.1494289957915e-13,0,0,-1,0,0
102,7014091967121097,0,4.917419455050695e-13,0,0,-1,0,0
58,7014082724586067,0,3.417328327114028e-13,0,0,-1,0,0
103,7014063024372842,0,2.450805247539365e-13,0,0,-1,0,0
671,7014082566766695,0,2.367633119515612e-13,0,0,-1,0,0
67,7014072266545579,0,2.366327722583191e-13,0,0,-1,0,0
426,7014082124563772,0,2.2092754165432052e-13,0,0,-1,0,0
553,7014082724584947,0,1.8629725336989194e-13,0,0,-1,0,0
659,7014081024526227,0,1.802224599220162e-13,0,0,-1,0,0
571,7014062124326973,0,1.784540369424163e-13,0,0,-1,0,0
349,7014070524392124,0,1.6673007019550027e-13,0,0,-1,0,0
76,7014072766555755,0,1.5247564756030806e-13,0,0,-1,0,0
488,7014063024370948,0,1.3223085282040863e-13,0,0,-1,0,0
615,7014072924475884,0,5.564192691354865e-14,0,0,-1,0,0
379,7014083066888815,0,5.214775830538041e-14,0,0,-1,0,0
451,7014072424456704,0,3.06016928586921e-14,0,0,-1,0,0
123,7014071224415401,0,1.8638890480158426e-14,0,0,-1,0,0
165,7014092267234319,0,1.3557924316673038e-14,0,0,4,0,0
539,7014071424421887,0,1.1897514131896079e-14,0,0,-1,0,0
711,7014071624428664,0,7.803826110546985e-15,0,0,-1,0,0
397,7014070724398542,0,5.312615352958956e-15,0,0,-1,0,0
236,7014072124445427,0,5.075343249846759e-15,0,0,-1,0,0
106,7014081024527762,0,2.613353119059679e-15,0,0,-1,0,0
81,7014091724656017,0,1.659370674816475e-15,0,0,-1,0,0
707,7014061424299867,0,1.5362878587532578e-15,0,0,-1,0,0
709,7014090124612294,0,1.0384875385235802e-15,0,0,-1,0,0
598,7014052824245447,0,7.079617540914294e-16,0,0,-1,0,0
462,7014071024408512,0,2.339468318895019e-16,0,0,-1,0,0
182,7014062824358628,0,1.399176063268309e-16,0,0,-1,0,0
617,7014081224532081,0,8.962052794149675e-17,0,0,-1,0,0
197,7014080666575716,0,7.03430192162607e-17,0,0,-1,0,0
544,7014091424647715,0,6.529343789319512e-17,0,0,-1,0,0
332,7014061224293453,0,3.903648617148442e-17,0,0,-1,0,0
93,7014083124607936,0,3.875073234515832e-17,0,0,-1,0,0
262,7014091724655324,0,1.887527758628983e-17,0,0,-1,0,0
530,7014070524391936,0,1.5882487791050417e-17,0,0,-1,0,0
688,7014071224414303,0,1.4822602099320074e-17,0,0,-1,0,0
624,7014090967104423,0,1.4569663825517748e-17,0,0,-1,0,0
202,7014061666481930,0,9.820291330462985e-18,0,0,-1,0,0
712,7014072424455412,0,5.633586841570251e-18,0,0,-1,0,0
696,7014072866556727,0,5.348467205513862e-18,0,0,-1,0,0
71,7014070824402325,0,1.6900467047667838e-18,0,0,-1,0,0
364,7014092067129269,0,8.640458388919961e-19,0,0,-1,0,0
130,7014060166454853,0,5.553188243488239e-19,0,0,-1,0,0
46,7014050624199688,0,3.3531546712205154e-19,0,0,-1,0,0
125,7014082724586805,0,2.12092245847089e-19,0,0,-1,0,0
631,7014073024481750,0,1.7096624005072425e-19,0,0,-1,0,0
546,7014091024635984,0,4.080634195113123e-20,0,0,-1,0,0
694,7014072024441809,0,3.802608082162869e-20,0,0,-1,0,0
470,7014072266546294,0,2.56502664842159e-20,0,0,-1,0,0
38,7014072866556655,0,9.110539224538267e-21,0,0,-1,0,0
48,7014091324646220,0,5.1574435423905774e-21,0,0,-1,0,0
415,7014081624545804,0,2.105746890516111e-21,0,0,-1,0,0
526,7014081124530100,0,1.881811702413396e-21,0,0,-1,0,0
354,7014072424457929,0,3.886039908386924e-22,0,0,-1,0,0
120,7014081724549094,0,1.1100603758418242e-22,0,0,-1,0,0
597,7014072424456236,0,5.116795662261815e-23,0,0,-1,0,0
481,7014071224414457,0,2.3170200518673078e-23,0,0,-1,0,0
191,7014052966447483,0,2.098073250023843e-23,0,0,-1,0,0
87,7014050724200662,0,8.811462714921006e-24,0,0,-1,0,0
335,7014081124529017,0,6.900237630689951e-24,0,0,-1,0,0
618,7014080724516517,0,5.034843090828645e-24,0,0,-1,0,0
151,7014082824589488,0,4.973421111810167e-24,0,0,-1,0,0
223,7014082966883078,0,4.848010816998888e-24,0,0,-1,0,0
90,7014092167231885,0,6.745852606401395e-25,0,0,-1,0,0
328,7014062324332197,0,2.2065761741729195e-25,0,0,-1,0,0
136,7014062166489120,0,2.0930269200605146e-25,0,0,-1,0,0
331,7014082824592673,0,1.794615215483368e-25,0,0,-1,0,0
204,7014073124489428,0,1.2578119896099202e-25,0,0,-1,0,0
705,7014062266489832,0,4.028891181863381e-26,0,0,-1,0,0
380,7014062324332548,0,1.5233785506185663e-26,0,0,-1,0,0
234,7014091967121010,0,8.687409605187296e-28,0,0,-1,0,0
729,7014080524512034,0,8.313262987126658e-28,0,0,-1,0,0
255,7014071724430981,0,2.105849662917488e-28,0,0,-1,0,0
243,7014082166758621,0,7.756711884598743e-29,0,0,-1,0,0
208,7014060624274552,0,2.234173940957036e-29,0,0,-1,0,0
173,7014071924438557,0,1.4186123154513504e-29,0,0,-1,0,0
249,7014061124289142,0,9.696404501138692e-30,0,0,-1,0,0
431,7014090266992215,0,1.9011262985836353e-31,0,0,-1,0,0
516,7014083066889305,0,4.740328202436022e-32,0,0,-1,0,0
268,7014052866443112,0,1.3885498707513172e-33,0,0,-1,0,0
296,7014072324451213,0,1.1480877398194558e-33,0,0,-1,0,0
65,7014071824435094,0,2.129943279191802e-34,0,0,-1,0,0
432,7014091924661554,0,4.323039762566072e-36,0,0,-1,0,0
57,7014082224568015,0,6.939716102928235e-38,0,0,-1,0,0
233,7014042624188751,0,1.083038562594743e-38,0,0,-1,0,0
574,7014060266456734,0,1.742031342044651e-39,0,0,-1,0,0
537,7014082924594392,0,3.6533141338857402e-40,0,0,-1,0,0
300,7014092067139547,0,2.434506398512787e-40,0,0,-1,0,0
437,7014071066528473,0,6.7833574936727e-42,0,0,-1,0,0
453,7014080924524013,0,2.4784440882044515e-42,0,0,-1,0,0
542,7014052866444224,0,5.329716942260412e-43,0,0,-1,0,0
434,7014072224448500,0,3.915569455414982e-43,0,0,-1,0,0
158,7014091624653123,0,2.2087060586608342e-44,0,0,-1,0,0
673,7014090124609234,0,4.615425324903362e-45,0,0,-1,0,0
250,7014082924594383,0,2.2310636383116204e-46,0,0,-1,0,0
227,7014091767117059,0,2.3281237533342156e-47,0,0,-1,0,0
407,7014061766482277,0,8.470253772374753e-48,0,0,-1,0,0
469,7014073124489149,0,3.0578957773385865e-48,0,0,-1,0,0
318,7014081424538915,0,1.7916042379749087e-50,0,0,-1,0,0
721,7014061324297008,0,1.3879353946714898e-51,0,0,-1,0,0
399,7014092224672074,0,5.051839256313717e-52,0,0,-1,0,0
450,7014071724432385,0,2.044923924481459e-52,0,0,-1,0,0
556,7014072824471946,0,3.9298036009028686e-58,0,0,-1,0,0
279,7014082724586864,0,3.1200397946967957e-58,0,0,-1,0,0
104,7014070966527551,0,5.81529112612366e-62,0,0,-1,0,0
425,7014063024370790,0,2.4658254646487043e-63,0,0,-1,0,0
184,7014053066449502,0,2.214706320295139e-65,0,0,-1,0,0
128,7014091567115001,0,1.1457308440717141e-68,0,0,-1,0,0
219,7014071624428506,0,1.8309189610728566e-71,0,0,-1,0,0
180,7014092124667499,0,1.1390327292415877e-74,0,0,-1,0,0
454,7014083066886565,0,1.329917841987789e-75,0,0,-1,0,0
311,7014071524424848,0,6.604323789644642e-82,0,0,-1,0,0
706,7014083066888905,0,4.212426427090669e-84,0,0,-1,0,0
651,7014080824522574,0,4.8728168248581616e-85,0,0,-1,0,0
239,7014062024323511,0,4.9834399676755694e-86,0,0,-1,0,0
56,7014082824592051,0,4.577933831673249e-87,0,0,-1,0,0
717,7014062524341827,0,3.2076650774436316e-87,0,0,-1,0,0
499,7014090924633397,0,1.1329443384986996e-88,0,0,-1,0,0
391,7014082024559164,0,3.018403981122471e-90,0,0,-1,0,0
408,7014062724353826,0,3.969991140888722e-97,0,0,-1,0,0
189,7014091367111370,0,3.586479407134382e-98,0,0,-1,0,0
445,7014071266530425,0,1.745073124387348e-104,0,0,-1,0,0
195,7014090967105008,0,1.380881835582997e-131,0,0,-1,0,0
441,7014073024481557,0,4.082574376070745e-143,0,0,-1,0,0
306,7014062566496354,0,2.2776560777332777e-152,0,0,-1,0,0
267,7014092067129507,0,1.9164164327107695e-157,0,0,-1,0,0
231,7014070724399145,0,1.3732773239287006e-158,0,0,-1,0,0
386,7014081224533319,0,1.6318848039481556e-185,0,0,-1,0,0
348,7014071824434680,0,3.034517022105471e-190,0,0,-1,0,0
75,7014091124640019,0,2.4231028592520392e-266,0,0,-1,0,0
642,7014072224449338,0,2.85500835460042e-268,0,0,-1,0,0
491,7014070166515115,0,2.839316360653638e-285,0,0,-1,0,0
390,7014042424187009,0,0.0,0,0,-1,0,0
